eckID,gene,JW id,direction,left nt,right nt,left nt,right nt,b number,direction,left,right,left,right,verified,colonies_tested,percent,LB_22hr,MOPS_24hr,MOPS_48hr,genetic,PEC,MG_Tn5,Score,,,,,,
ECK2420,cysP,JW2418,-,2547958,2548974,2547979,2548971,b2425,-,2540534,2541550,2540555,2541547,5,8,62.5 ,0.746 ,0.517 ,0.559 ,N,N,N,-4,,,,,,
ECK2421,ucpA,JW5394,-,2549278,2550069,2549299,2550066,b2426,-,2541854,2542645,2541875,2542642,8,8,100.0 ,0.774 ,0.298 ,0.321 ,N,u,N,-3,,,,,,
ECK2422,yfeT,JW2420,-,2550198,2551055,2550219,2551052,b2427,-,2542774,2543631,2542795,2543628,8,8,100.0 ,0.796 ,0.316 ,0.339 ,N,u,N,-3,,,,,,
ECK2423,yfeU,JW2421,+,2551219,2552115,2551222,2552094,b2428,+,2543795,2544691,2543798,2544670,8,8,100.0 ,0.729 ,0.343 ,0.531 ,N,u,N,-3,,,,,,
ECK2424,murP,JW2422,+,2552119,2553543,2552122,2553522,b2429,+,2544695,2546119,2544698,2546098,8,8,100.0 ,0.823 ,0.335 ,0.399 ,N,u,N,-3,,,,,,
ECK2425,yfeW,JW5395,+,2553548,2554852,2553551,2554831,b2430,+,2546124,2547428,2546127,2547407,7,8,87.5 ,0.818 ,0.310 ,0.352 ,N,u,N,-3,,,,,,
ECK2426,yfeX,JW2424,-,2555092,2555991,2555113,2555988,b2431,-,2547668,2548567,2547689,2548564,8,8,100.0 ,0.871 ,0.482 ,0.655 ,N,u,u,-2,,,,,,
ECK2427,yfeY,JW2425,-,2556087,2556662,2556108,2556659,b2432,-,2548663,2549238,2548684,2549235,4,4,100.0 ,0.703 ,0.185 ,0.241 ,N,u,u,-2,,,,,,
ECK2428,yfeZ,JW2426,-,2556723,2557172,2556744,2557169,b2433,-,2549299,2549748,2549320,2549745,4,4,100.0 ,0.697 ,0.341 ,0.391 ,N,u,u,-2,,,,,,
ECK2429,ypeA,JW2427,-,2557159,2557584,2557180,2557581,b2434,-,2549735,2550160,2549756,2550157,5,8,62.5 ,0.759 ,0.390 ,0.414 ,N,u,u,-2,,,,,,
ECK2430,amiA,JW2428,+,2557798,2558667,2557801,2558646,b2435,+,2550374,2551243,2550377,2551222,8,8,100.0 ,0.823 ,0.321 ,0.379 ,N,N,N,-4,,,,,,
ECK2431,hemF,JW2429,+,2558671,2559570,2558674,2559549,b2436,+,2551247,2552146,2551250,2552125,8,8,100.0 ,0.804 ,0.297 ,0.317 ,N,N,N,-4,,,,,,
ECK2432,yfeG,JW2430,-,2559576,2560628,2559597,2560625,b2437,-,2552152,2553204,2552173,2553201,8,8,100.0 ,0.740 ,0.304 ,0.348 ,N,u,N,-3,,,,,,
ECK2433,yffI,JW2431,-,2560674,2561174,2560695,2561171,b2438,-,2553250,2553750,2553271,2553747,8,8,100.0 ,0.797 ,0.260 ,0.284 ,N,u,N,-3,,,,,,
ECK2434,eutL,JW2432,-,2561187,2561846,2561208,2561843,b2439,-,2553763,2554422,2553784,2554419,4,4,100.0 ,0.656 ,0.260 ,0.299 ,E,u,u,-1,,,,,,
ECK2435,eutC,JW2433,-,2561856,2562743,2561877,2562740,b2440,-,2554432,2555319,2554453,2555316,8,8,100.0 ,0.776 ,0.333 ,0.355 ,N,u,N,-3,,,,,,
ECK2436,eutB,JW2434,-,2562764,2564125,2562785,2564122,b2441,-,2555340,2556701,2555361,2556698,6,8,75.0 ,0.721 ,0.341 ,0.476 ,N,u,N,-3,,,,,,
ECK2446,eutA,JW2435,-,2564137,2565540,2564158,2565537,b2451,-,2563503,2564906,2563524,2564903,4,4,100.0 ,0.670 ,0.325 ,0.354 ,N,N,N,-4,,,,,,
ECK2447,eutH,JW2436,-,2565537,2566763,2565558,2566760,b2452,-,2564903,2566129,2564924,2566126,8,8,100.0 ,0.779 ,0.243 ,0.184 ,N,N,N,-4,,,,,,
ECK2448,eutG,JW2437,-,2566980,2568167,2567001,2568164,b2453,-,2566346,2567533,2566367,2567530,5,8,62.5 ,0.699 ,0.327 ,0.275 ,N,N,N,-4,,,,,,
ECK2449,eutJ,JW2438,-,2568157,2568993,2568178,2568990,b2454,-,2567523,2568359,2567544,2568356,8,8,100.0 ,0.840 ,0.312 ,0.312 ,N,N,N,-4,,,,,,
ECK2450,eutE,JW2439,-,2569004,2570407,2569025,2570404,b2455,-,2568370,2569773,2568391,2569770,7,8,87.5 ,0.777 ,0.218 ,0.256 ,N,N,u,-3,,,,,,
ECK2451,cchB,JW2440,-,2570419,2570706,2570440,2570703,b2456,-,2569785,2570072,2569806,2570069,8,8,100.0 ,0.739 ,0.398 ,0.489 ,E,N,N,-3,,,,,,
ECK2452,cchA,JW2441,-,2570813,2571106,2570834,2571103,b2457,-,2570179,2570472,2570200,2570469,8,8,100.0 ,0.798 ,0.400 ,0.452 ,N,N,u,-3,,,,,,
ECK2453,eutI,JW2442,-,2571145,2572161,2571166,2572158,b2458,-,2570511,2571527,2570532,2571524,7,8,87.5 ,0.728 ,0.293 ,0.316 ,N,N,N,-4,,,,,,
ECK2454,eutT,JW2443,-,2572158,2572961,2572179,2572958,b2459,-,2571524,2572327,2571545,2572324,4,4,100.0 ,0.711 ,0.325 ,0.391 ,N,N,N,-4,,,,,,
ECK2455,eutQ,JW2444,-,2572958,2573659,2572979,2573656,b2460,-,2572324,2573025,2572345,2573022,4,4,100.0 ,0.732 ,0.375 ,0.292 ,N,N,N,-4,,,,,,
ECK2456,eutP,JW2445,-,2573634,2574113,2573655,2574110,b2461,-,2573000,2573479,2573021,2573476,4,4,100.0 ,0.753 ,0.316 ,0.227 ,N,N,N,-4,,,,,,
ECK2457,ypfE,JW2446,-,2574126,2574461,2574147,2574458,b2462,-,2573492,2573827,2573513,2573824,4,4,100.0 ,0.692 ,0.284 ,0.221 ,N,N,u,-3,,,,,,
ECK2458,maeB,JW2447,-,2574754,2577033,2574775,2577030,b2463,-,2574120,2576399,2574141,2576396,5,8,62.5 ,0.850 ,0.277 ,0.293 ,N,N,N,-4,,,,,,
ECK2459,talA,JW2448,+,2577322,2578272,2577325,2578251,b2464,+,2576688,2577638,2576691,2577617,5,8,62.5 ,0.834 ,0.316 ,0.345 ,N,N,N,-4,,,,,,
ECK2460,tktB,JW2449,+,2578292,2580295,2578295,2580274,b2465,+,2577658,2579661,2577661,2579640,6,8,75.0 ,0.823 ,0.311 ,0.315 ,N,N,u,-3,,,,,,
ECK2461,ypfG,JW2450,-,2580390,2581433,2580411,2581430,b2466,-,2579756,2580799,2579777,2580796,4,4,100.0 ,0.766 ,0.312 ,0.358 ,N,N,N,-4,,,,,,
ECK2462,yffH,JW2451,-,2581559,2582134,2581580,2582131,b2467,-,2580925,2581500,2580946,2581497,8,8,100.0 ,0.789 ,0.338 ,0.353 ,N,N,N,-4,,,,,,
ECK2463,aegA,JW2452,-,2582202,2584181,2582223,2584178,b2468,-,2581568,2583547,2581589,2583544,7,8,87.5 ,0.763 ,0.400 ,0.429 ,N,N,N,-4,,,,,,
ECK2464,narQ,JW2453,+,2584387,2586087,2584390,2586066,b2469,+,2583753,2585453,2583756,2585432,2,8,25.0 ,0.752 ,0.333 ,0.433 ,N,N,N,-4,,,,,,
ECK2465,acrD,JW2454,+,2586251,2589364,2586254,2589343,b2470,+,2585617,2588730,2585620,2588709,8,8,100.0 ,0.769 ,0.370 ,0.410 ,N,N,N,-4,,,,,,
ECK2466,yffB,JW2455,+,2589903,2590259,2589906,2590238,b2471,+,2589269,2589625,2589272,2589604,8,8,100.0 ,0.780 ,0.297 ,0.316 ,E,N,u,-2,,,,,,
ECK2467,dapE,JW2456,+,2590263,2591390,2590266,2591369,b2472,+,2589629,2590756,2589632,2590735,0,8,0.0 ,N.A.,N.A.,N.A.,E,N,u,1,,,,,,
ECK2468,ypfN,JW2457,+,2591418,2591618,2591421,2591597,b4547,+,2590784,2590984,2590787,2590963,4,4,100.0 ,0.497 ,0.281 ,0.272 ,-,u,u,-1.5,,,,,,
ECK2469,ypfH,JW5396,-,2591728,2592426,2591749,2592423,b2473,-,2591094,2591792,2591115,2591789,8,8,100.0 ,0.783 ,0.386 ,0.398 ,N,N,N,-4,,,,,,
ECK2470,ypfI,JW2459,-,2592500,2594515,2592521,2594512,b2474,-,2591866,2593881,2591887,2593878,8,8,100.0 ,0.820 ,0.441 ,0.572 ,N,N,N,-4,,,,,,
ECK2471,ypfJ,JW2460,-,2594530,2595393,2594551,2595390,b2475,-,2593896,2594759,2593917,2594756,8,8,100.0 ,0.805 ,0.346 ,0.389 ,N,N,N,-4,,,,,,
ECK2472,purC,JW2461,-,2595561,2596274,2595582,2596271,b2476,-,2594927,2595640,2594948,2595637,2,8,25.0 ,0.439 ,0.000 ,0.000 ,N,N,N,-4,,,,,,
ECK2473,nlpB,JW2462,-,2596487,2597521,2596508,2597518,b2477,-,2595853,2596887,2595874,2596884,3,4,75.0 ,0.695 ,0.387 ,0.429 ,N,N,N,-4,,,,,,
ECK2474,dapA,JW2463,-,2597538,2598416,2597559,2598413,b2478,-,2596904,2597782,2596925,2597779,0,8,0.0 ,N.A.,N.A.,N.A.,E,N,u,1,,,,,,
ECK2475,gcvR,JW2464,+,2598562,2599134,2598565,2599113,b2479,+,2597928,2598500,2597931,2598479,7,8,87.5 ,0.703 ,0.240 ,0.276 ,E,N,N,-3,,,,,,
ECK2476,bcp,JW2465,+,2599134,2599604,2599137,2599583,b2480,+,2598500,2598970,2598503,2598949,6,8,75.0 ,0.741 ,0.369 ,0.523 ,N,N,N,-4,,,,,,
ECK2477,hyfA,JW2466,+,2599857,2600474,2599860,2600453,b2481,+,2599223,2599840,2599226,2599819,7,8,87.5 ,0.679 ,0.386 ,0.316 ,N,N,N,-4,,,,,,
ECK2478,hyfB,JW2467,+,2600474,2602492,2600477,2602471,b2482,+,2599840,2601858,2599843,2601837,4,8,50.0 ,0.793 ,0.308 ,0.382 ,N,N,N,-4,,,,,,
ECK2479,hyfC,JW2468,+,2602503,2603450,2602506,2603429,b2483,+,2601869,2602816,2601872,2602795,2,8,25.0 ,0.941 ,0.249 ,0.275 ,N,N,N,-4,,,,,,
ECK2480,hyfD,JW2469,+,2603467,2604906,2603470,2604885,b2484,+,2602833,2604272,2602836,2604251,8,8,100.0 ,0.758 ,0.299 ,0.334 ,N,N,N,-4,,,,,,
ECK2481,hyfE,JW2470,+,2604918,2605568,2604921,2605547,b2485,+,2604284,2604934,2604287,2604913,8,8,100.0 ,0.743 ,0.400 ,0.399 ,N,N,N,-4,,,,,,
ECK2482,hyfF,JW2471,+,2605573,2607153,2605576,2607132,b2486,+,2604939,2606519,2604942,2606498,8,8,100.0 ,0.725 ,0.313 ,0.304 ,N,N,N,-4,,,,,,
ECK2483,hyfG,JW2472,+,2607143,2608810,2607146,2608789,b2487,+,2606509,2608176,2606512,2608155,8,8,100.0 ,0.795 ,0.280 ,0.334 ,N,N,N,-4,,,,,,
ECK2484,hyfH,JW2473,+,2608820,2609365,2608823,2609344,b2488,+,2608186,2608731,2608189,2608710,8,8,100.0 ,0.760 ,0.292 ,0.343 ,X,N,N,-3.5,,,,,,
ECK2485,hyfI,JW5805,+,2609362,2610120,2609365,2610099,b2489,+,2608728,2609486,2608731,2609465,5,8,62.5 ,0.767 ,0.288 ,0.305 ,N,N,N,-4,,,,,,
ECK2486,hyfJ,JW2475,+,2610113,2610526,2610116,2610505,b2490,+,2609479,2609892,2609482,2609871,8,8,100.0 ,0.817 ,0.260 ,0.164 ,N,N,u,-3,,,,,,
ECK2487,hyfR,JW2476,+,2610556,2612568,2610559,2612547,b2491,+,2609922,2611934,2609925,2611913,4,4,100.0 ,0.720 ,0.244 ,0.239 ,N,N,N,-4,,,,,,
ECK2488,focB,JW2477,+,2612590,2613438,2612593,2613417,b2492,+,2611956,2612804,2611959,2612783,7,8,87.5 ,0.719 ,0.361 ,0.429 ,N,N,N,-4,,,,,,
ECK2489,yfgO,JW2478,-,2613476,2614537,2613497,2614534,b2493,-,2612842,2613903,2612863,2613900,7,8,87.5 ,0.744 ,0.281 ,0.302 ,N,N,N,-4,,,,,,
ECK2490,yfgC,JW2479,+,2614750,2616213,2614753,2616192,b2494,+,2614116,2615579,2614119,2615558,4,4,100.0 ,0.732 ,0.455 ,0.506 ,?,N,N,-3.5,,,,,,
ECK2491,yfgD,JW2480,+,2616234,2616593,2616237,2616572,b2495,+,2615600,2615959,2615603,2615938,2,8,25.0 ,0.820 ,0.221 ,0.260 ,N,N,N,-4,,,,,,
ECK2492,hda,JW5397,-,2616731,2617477,2616752,2617474,b2496,-,2616097,2616843,2616118,2616840,8,8,100.0 ,0.744 ,0.241 ,0.265 ,E,E,u,0,,,,,,
ECK2493,uraA,JW2482,-,2617527,2618816,2617548,2618813,b2497,-,2616893,2618182,2616914,2618179,8,8,100.0 ,0.751 ,0.273 ,0.251 ,N,N,N,-4,,,,,,
ECK2494,upp,JW2483,-,2618902,2619528,2618923,2619525,b2498,-,2618268,2618894,2618289,2618891,7,8,87.5 ,0.672 ,0.298 ,0.326 ,N,N,N,-4,,,,,,
ECK2495,purM,JW2484,+,2619853,2620890,2619856,2620869,b2499,+,2619219,2620256,2619222,2620235,8,8,100.0 ,0.526 ,0.002 ,0.011 ,N,N,u,-3,,,,,,
ECK2496,purN,JW2485,+,2620890,2621528,2620893,2621507,b2500,+,2620256,2620894,2620259,2620873,7,8,87.5 ,0.613 ,0.353 ,0.371 ,N,N,u,-3,,,,,,
ECK2497,ppk,JW2486,+,2621700,2623766,2621703,2623745,b2501,+,2621066,2623132,2621069,2623111,3,8,37.5 ,0.757 ,0.157 ,0.155 ,N,N,N,-4,,,,,,
ECK2498,ppx,JW2487,+,2623771,2625312,2623774,2625291,b2502,+,2623137,2624678,2623140,2624657,5,8,62.5 ,0.809 ,0.217 ,0.253 ,N,N,N,-4,,,,,,
ECK2499,yfgF,JW2488,-,2625351,2627594,2625372,2627591,b2503,-,2624717,2626960,2624738,2626957,5,8,62.5 ,0.746 ,0.418 ,0.440 ,N,N,N,-4,,,,,,
none,none,JW5398,-,2627776,2627928,2627797,2627925,none,-,2627142,2627294,2627163,2627291,7,8,87.5 ,0.944 ,0.392 ,0.402 ,-,u,u,-1.5,,,,,,
ECK2500,yfgG,JW5399,+,2627946,2628137,2627949,2628116,b2504,+,2627312,2627503,2627315,2627482,7,8,87.5 ,0.753 ,0.359 ,0.551 ,-,N,N,-3.5,,,,,,
ECK2501,yfgH,JW5400,+,2628448,2628966,2628451,2628945,b2505,+,2627814,2628332,2627817,2628311,8,8,100.0 ,0.834 ,0.312 ,0.323 ,?,N,N,-3.5,,,,,,
ECK2502,yfgI,JW2490,+,2628982,2629521,2628985,2629500,b2506,+,2628348,2628887,2628351,2628866,4,4,100.0 ,0.768 ,0.291 ,0.280 ,X,N,N,-3.5,,,,,,
ECK2503,guaA,JW2491,-,2629614,2631191,2629635,2631188,b2507,-,2628980,2630557,2629001,2630554,8,8,100.0 ,0.190 ,0.001 ,0.000 ,N,N,u,-3,,,,,,
ECK2504,guaB,JW5401,-,2631260,2632726,2631281,2632723,b2508,-,2630626,2632092,2630647,2632089,7,8,87.5 ,0.278 ,0.005 ,0.020 ,N,N,N,-4,,,,,,
ECK2505,xseA,JW2493,+,2632888,2634258,2632891,2634237,b2509,+,2632254,2633624,2632257,2633603,8,8,100.0 ,0.830 ,0.297 ,0.280 ,N,N,N,-4,,,,,,
ECK2506,yfgJ,JW5402,-,2634255,2634470,2634276,2634467,b2510,-,2633621,2633836,2633642,2633833,5,8,62.5 ,0.600 ,0.355 ,0.362 ,N,u,N,-3,,,,,,
ECK2507,der,JW5403,-,2634540,2636012,2634561,2636009,b2511,-,2633906,2635378,2633927,2635375,0,8,0.0 ,N.A.,N.A.,N.A.,E,u,u,2,,,,,,
ECK2508,yfgL,JW2496,-,2636130,2637308,2636151,2637305,b2512,-,2635496,2636674,2635517,2636671,7,8,87.5 ,0.369 ,0.273 ,0.320 ,N,u,N,-3,,,,,,
ECK2509,yfgM,JW2497,-,2637319,2637939,2637340,2637936,b2513,-,2636685,2637305,2636706,2637302,8,8,100.0 ,0.813 ,0.390 ,0.462 ,N,u,N,-3,,,,,,
ECK2510,hisS,JW2498,-,2637957,2639231,2637978,2639228,b2514,-,2637323,2638597,2637344,2638594,0,8,0.0 ,N.A.,N.A.,N.A.,E,E,u,3,,,,,,
ECK2511,ispG,JW2499,-,2639342,2640460,2639363,2640457,b2515,-,2638708,2639826,2638729,2639823,0,8,0.0 ,N.A.,N.A.,N.A.,E,E,u,3,,,,,,
ECK2512,yfgA,JW2500,-,2640487,2641500,2640508,2641497,b2516,-,2639853,2640866,2639874,2640863,7,8,87.5 ,0.293 ,0.213 ,0.192 ,N,u,N,-3,,,,,,
ECK2513,yfgB,JW2501,-,2641785,2642939,2641806,2642936,b2517,-,2641151,2642305,2641172,2642302,8,8,100.0 ,0.677 ,0.256 ,0.282 ,N,u,N,-3,,,,,,
ECK2514,ndk,JW2502,-,2643089,2643520,2643110,2643517,b2518,-,2642455,2642886,2642476,2642883,6,8,75.0 ,0.721 ,0.352 ,0.319 ,E,N,N,-3,,,,,,
ECK2515,pbpC,JW2503,-,2643669,2645981,2643690,2645978,b2519,-,2643035,2645347,2643056,2645344,7,8,87.5 ,0.834 ,0.363 ,0.440 ,N,N,N,-4,,,,,,
ECK2516,yfhM,JW2504,-,2645982,2650943,2646003,2650940,b2520,-,2645348,2650309,2645369,2650306,4,4,100.0 ,0.782 ,0.266 ,0.383 ,N,u,u,-2,,,,,,
ECK2517,sseA,JW2505,+,2651150,2651995,2651153,2651974,b2521,+,2650516,2651361,2650519,2651340,8,8,100.0 ,0.710 ,0.306 ,0.294 ,N,u,N,-3,,,,,,
ECK2519,sseB,JW5404,-,2652813,2653589,2652834,2653586,b2522,-,2652179,2652955,2652200,2652952,8,8,100.0 ,0.714 ,0.256 ,0.338 ,N,N,N,-4,,,,,,
ECK2520,pepB,JW2507,-,2653731,2655014,2653752,2655011,b2523,-,2653097,2654380,2653118,2654377,4,4,100.0 ,0.725 ,0.427 ,0.444 ,N,N,N,-4,,,,,,
ECK2521,yfhJ,JW2508,-,2655192,2655392,2655213,2655389,b2524,-,2654558,2654758,2654579,2654755,8,8,100.0 ,0.781 ,0.214 ,0.236 ,N,u,u,-2,,,,,,
ECK2522,fdx,JW2509,-,2655404,2655739,2655425,2655736,b2525,-,2654770,2655105,2654791,2655102,4,8,50.0 ,0.379 ,0.166 ,0.144 ,E,u,u,-1,,,,,,
ECK2523,hscA,JW2510,-,2655741,2657591,2655762,2657588,b2526,-,2655107,2656957,2655128,2656954,7,8,87.5 ,0.430 ,0.198 ,0.166 ,E,N,u,-2,,,,,,
ECK2524,hscB,JW2511,-,2657608,2658123,2657629,2658120,b2527,-,2656974,2657489,2656995,2657486,3,4,75.0 ,0.332 ,0.172 ,0.164 ,E,u,u,-1,,,,,,
ECK2525,iscA,JW2512,-,2658219,2658542,2658240,2658539,b2528,-,2657585,2657908,2657606,2657905,8,8,100.0 ,0.486 ,0.278 ,0.263 ,?,u,u,-1.5,,,,,,
ECK2526,iscU,JW2513,-,2658559,2658945,2658580,2658942,b2529,-,2657925,2658311,2657946,2658308,4,8,50.0 ,0.388 ,0.164 ,0.147 ,E,u,u,-1,,,,,,
ECK2527,iscS,JW2514,-,2658973,2660187,2658994,2660184,b2530,-,2658339,2659553,2658360,2659550,6,8,75.0 ,0.329 ,0.028 ,0.023 ,E,u,u,-1,,,,,,
ECK2528,iscR,JW2515,-,2660299,2660787,2660320,2660784,b2531,-,2659665,2660153,2659686,2660150,7,8,87.5 ,0.818 ,0.410 ,0.637 ,N,u,N,-3,,,,,,
ECK2529,yfhQ,JW2516,-,2661239,2661979,2661260,2661976,b2532,-,2660605,2661345,2660626,2661342,8,8,100.0 ,0.856 ,0.325 ,0.570 ,N,u,N,-3,,,,,,
ECK2530,suhB,JW2517,+,2662098,2662901,2662101,2662880,b2533,+,2661464,2662267,2661467,2662246,0,8,0.0 ,N.A.,N.A.,N.A.,E,N,N,0,,,,,,
ECK2531,yfhR,JW2518,+,2663019,2663900,2663022,2663879,b2534,+,2662385,2663266,2662388,2663245,8,8,100.0 ,0.827 ,0.266 ,0.490 ,N,u,N,-3,,,,,,
ECK2532,csiE,JW5878,+,2664091,2665371,2664094,2665350,b2535,+,2663457,2664737,2663460,2664716,8,8,100.0 ,0.766 ,0.209 ,0.162 ,N,N,N,-4,,,,,,
ECK2533,hcaT,JW2520,-,2665363,2666502,2665384,2666499,b2536,-,2664729,2665868,2664750,2665865,4,4,100.0 ,0.774 ,0.340 ,0.467 ,N,N,N,-4,,,,,,
ECK2534,hcaR,JW2521,-,2666662,2667552,2666683,2667549,b2537,-,2666028,2666918,2666049,2666915,8,8,100.0 ,0.721 ,0.303 ,0.356 ,?,N,N,-3.5,,,,,,
ECK2535,hcaE,JW2522,+,2667688,2669049,2667691,2669028,b2538,+,2667054,2668415,2667057,2668394,8,8,100.0 ,0.812 ,0.285 ,0.302 ,N,N,u,-3,,,,,,
ECK2536,hcaF,JW2523,+,2669046,2669564,2669049,2669543,b2539,+,2668412,2668930,2668415,2668909,8,8,100.0 ,0.811 ,0.276 ,0.293 ,E,N,N,-3,,,,,,
ECK2537,hcaC,JW2524,+,2669564,2669884,2669567,2669863,b2540,+,2668930,2669250,2668933,2669229,8,8,100.0 ,0.785 ,0.336 ,0.389 ,E,N,N,-3,,,,,,
ECK2538,hcaB,JW2525,+,2669881,2670693,2669884,2670672,b2541,+,2669247,2670059,2669250,2670038,4,8,50.0 ,0.795 ,0.287 ,0.348 ,N,N,u,-3,,,,,,
ECK2539,hcaD,JW2526,+,2670703,2671905,2670706,2671884,b2542,+,2670069,2671271,2670072,2671250,8,8,100.0 ,0.753 ,0.324 ,0.319 ,N,N,N,-4,,,,,,
ECK2540,yphA,JW2527,+,2671930,2672424,2671933,2672403,b2543,+,2671296,2671790,2671299,2671769,6,8,75.0 ,0.825 ,0.381 ,0.458 ,N,N,N,-4,,,,,,
ECK2541,yphB,JW2528,-,2672472,2673344,2672493,2673341,b2544,-,2671838,2672710,2671859,2672707,6,8,75.0 ,0.689 ,0.311 ,0.325 ,N,N,N,-4,,,,,,
ECK2542,yphC,JW5842,-,2673356,2674417,2673377,2674414,b2545,-,2672722,2673783,2672743,2673780,8,8,100.0 ,0.466 ,0.286 ,0.473 ,N,N,N,-4,,,,,,
ECK2543,yphD,JW2530,-,2674483,2675481,2674504,2675478,b2546,-,2673849,2674847,2673870,2674844,4,8,50.0 ,0.793 ,0.399 ,0.432 ,N,N,N,-4,,,,,,
ECK2544,yphE,JW2531,-,2675506,2677017,2675527,2677014,b2547,-,2674872,2676383,2674893,2676380,7,8,87.5 ,0.745 ,0.301 ,0.326 ,N,N,N,-4,,,,,,
ECK2545,yphF,JW2532,-,2677040,2678023,2677061,2678020,b2548,-,2676406,2677389,2676427,2677386,8,8,100.0 ,0.790 ,0.395 ,0.529 ,N,N,N,-4,,,,,,
ECK2546,yphG,JW5405,-,2678120,2681401,2678141,2681398,b2549,-,2677486,2680767,2677507,2680764,8,8,100.0 ,0.605 ,0.239 ,0.359 ,N,N,u,-3,,,,,,
ECK2547,yphH,JW5406,+,2681519,2682712,2681522,2682691,b2550,+,2680885,2682078,2680888,2682057,8,8,100.0 ,0.651 ,0.271 ,0.370 ,N,N,N,-4,,,,,,
ECK2548,glyA,JW2535,-,2682910,2684163,2682931,2684160,b2551,-,2682276,2683529,2682297,2683526,8,8,100.0 ,0.668 ,0.002 ,0.009 ,E,N,u,-2,,,,,,
ECK2549,hmp,JW2536,+,2684491,2685681,2684494,2685660,b2552,+,2683857,2685047,2683860,2685026,8,8,100.0 ,0.728 ,0.338 ,0.340 ,N,N,N,-4,,,,,,
ECK2550,glnB,JW2537,-,2685726,2686064,2685747,2686061,b2553,-,2685092,2685430,2685113,2685427,4,8,50.0 ,0.750 ,0.268 ,0.277 ,N,N,N,-4,,,,,,
ECK2551,yfhA,JW2538,-,2686125,2687459,2686146,2687456,b2554,-,2685491,2686825,2685512,2686822,8,8,100.0 ,0.783 ,0.364 ,0.520 ,N,u,N,-3,,,,,,
ECK2552,yfhG,JW2539,-,2687449,2688162,2687470,2688159,b2555,-,2686815,2687528,2686836,2687525,4,4,100.0 ,0.763 ,0.193 ,0.142 ,?,u,u,-1.5,,,,,,
ECK2553,yfhK,JW5407,-,2688327,2689754,2688348,2689751,b2556,-,2687693,2689120,2687714,2689117,5,8,62.5 ,0.599 ,0.258 ,0.210 ,N,u,N,-3,,,,,,
ECK2555,purL,JW2541,-,2690312,2694199,2690333,2694196,b2557,-,2689678,2693565,2689699,2693562,5,8,62.5 ,0.547 ,0.005 ,0.018 ,N,N,N,-4,,,,,,
ECK2556,yfhD,JW2542,+,2694595,2696013,2694598,2695992,b2558,+,2693961,2695379,2693964,2695358,2,8,25.0 ,0.736 ,0.305 ,0.571 ,N,u,N,-3,,,,,,
ECK2557,tadA,JW2543,-,2696010,2696546,2696031,2696543,b2559,-,2695376,2695912,2695397,2695909,0,8,0.0 ,N.A.,N.A.,N.A.,E,u,u,2,,,,,,
ECK2558,yfhB,JW5408,-,2696571,2697206,2696592,2697203,b2560,-,2695937,2696572,2695958,2696569,7,8,87.5 ,0.620 ,0.309 ,0.182 ,N,u,u,-2,,,,,,
ECK2559,yfhH,JW2545,+,2697415,2698263,2697418,2698242,b2561,+,2696781,2697629,2696784,2697608,6,8,75.0 ,0.766 ,0.413 ,0.328 ,?,u,N,-2.5,,,,,,
ECK2560,yfhL,JW2546,+,2698319,2698579,2698322,2698558,b2562,+,2697685,2697945,2697688,2697924,8,8,100.0 ,0.765 ,0.284 ,0.312 ,N,u,N,-3,,,,,,
ECK2561,acpS,JW2547,-,2699274,2699654,2699295,2699651,b2563,-,2698640,2699020,2698661,2699017,0,8,0.0 ,N.A.,N.A.,N.A.,E,E,u,3,,,,,,
ECK2562,pdxJ,JW2548,-,2699654,2700385,2699675,2700382,b2564,-,2699020,2699751,2699041,2699748,7,8,87.5 ,0.788 ,0.017 ,0.146 ,E,N,u,-2,,,,,,
ECK2563,recO,JW2549,-,2700397,2701125,2700418,2701122,b2565,-,2699763,2700491,2699784,2700488,8,8,100.0 ,0.526 ,0.315 ,0.335 ,N,N,u,-3,,,,,,
ECK2564,era,JW2550,-,2701137,2702042,2701158,2702039,b2566,-,2700503,2701408,2700524,2701405,0,8,0.0 ,N.A.,N.A.,N.A.,E,E,u,3,,,,,,
ECK2565,rnc,JW2551,-,2702039,2702719,2702060,2702716,b2567,-,2701405,2702085,2701426,2702082,0,8,0.0 ,N.A.,N.A.,N.A.,E,N,N,0,,,,,,
ECK2566,lepB,JW2552,-,2702991,2703965,2703012,2703962,b2568,-,2702357,2703331,2702378,2703328,0,8,0.0 ,N.A.,N.A.,N.A.,E,E,u,3,,,,,,
ECK2567,lepA,JW2553,-,2703981,2705780,2704002,2705777,b2569,-,2703347,2705146,2703368,2705143,5,8,62.5 ,0.804 ,0.209 ,0.185 ,N,N,N,-4,,,,,,
ECK2568,rseC,JW2554,-,2705978,2706457,2705999,2706454,b2570,-,2705344,2705823,2705365,2705820,8,8,100.0 ,0.748 ,0.429 ,0.507 ,N,N,u,-3,,,,,,
ECK2569,rseB,JW2555,-,2706454,2707410,2706475,2707407,b2571,-,2705820,2706776,2705841,2706773,8,8,100.0 ,0.817 ,0.344 ,0.406 ,N,N,N,-4,,,,,,
ECK2570,rseA,JW2556,-,2707410,2708060,2707431,2708057,b2572,-,2706776,2707426,2706797,2707423,3,8,37.5 ,0.317 ,0.147 ,0.215 ,N,N,N,-4,,,,,,
